name,url,promoted_content,query,tweet_volume
#PuneethRajkumar,http://twitter.com/search?q=%23PuneethRajkumar,,%23PuneethRajkumar,237364
#PuneethRajkumar,http://twitter.com/search?q=%23PuneethRajkumar,,%23PuneethRajkumar,237364
Om Shanti,http://twitter.com/search?q=%22Om+Shanti%22,,%22Om+Shanti%22,36855
Kannada,http://twitter.com/search?q=Kannada,,Kannada,52462
#IndraniBalanFoundation,http://twitter.com/search?q=%23IndraniBalanFoundation,,%23IndraniBalanFoundation,
#WIvBAN,http://twitter.com/search?q=%23WIvBAN,,%23WIvBAN,
EXCLUSIVELY FOR PRIME,http://twitter.com/search?q=%22EXCLUSIVELY+FOR+PRIME%22,,%22EXCLUSIVELY+FOR+PRIME%22,
Tu Yaheen Hai Sidharth,http://twitter.com/search?q=%22Tu+Yaheen+Hai+Sidharth%22,,%22Tu+Yaheen+Hai+Sidharth%22,178244
gigi,http://twitter.com/search?q=gigi,,gigi,223827
infibeam avenues,http://twitter.com/search?q=%22infibeam+avenues%22,,%22infibeam+avenues%22,
Vikram Hospital,http://twitter.com/search?q=%22Vikram+Hospital%22,,%22Vikram+Hospital%22,
Shocking,http://twitter.com/search?q=Shocking,,Shocking,69720
Rome,http://twitter.com/search?q=Rome,,Rome,61097
somi,http://twitter.com/search?q=somi,,somi,74699
Life is Unpredictable,http://twitter.com/search?q=%22Life+is+Unpredictable%22,,%22Life+is+Unpredictable%22,17542
2GB RAM,http://twitter.com/search?q=%222GB+RAM%22,,%222GB+RAM%22,
32GB Storage,http://twitter.com/search?q=%2232GB+Storage%22,,%2232GB+Storage%22,
Gayle,http://twitter.com/search?q=Gayle,,Gayle,
Delay Harming Evidences 4 SSR,http://twitter.com/search?q=%22Delay+Harming+Evidences+4+SSR%22,,%22Delay+Harming+Evidences+4+SSR%22,39437
FOREVER WITH JASMIN,http://twitter.com/search?q=%22FOREVER+WITH+JASMIN%22,,%22FOREVER+WITH+JASMIN%22,11660
Rodgers,http://twitter.com/search?q=Rodgers,,Rodgers,56075
Leander Paes,http://twitter.com/search?q=%22Leander+Paes%22,,%22Leander+Paes%22,
Rest in Power,http://twitter.com/search?q=%22Rest+in+Power%22,,%22Rest+in+Power%22,
Bengaluru,http://twitter.com/search?q=Bengaluru,,Bengaluru,15531
Sana,http://twitter.com/search?q=Sana,,Sana,424041
Just 46,http://twitter.com/search?q=%22Just+46%22,,%22Just+46%22,
Russell,http://twitter.com/search?q=Russell,,Russell,22554
SSR Murder Proofs Warrant 302,http://twitter.com/search?q=%22SSR+Murder+Proofs+Warrant+302%22,,%22SSR+Murder+Proofs+Warrant+302%22,42129
Indian Cinema,http://twitter.com/search?q=%22Indian+Cinema%22,,%22Indian+Cinema%22,17880
Sadgati,http://twitter.com/search?q=Sadgati,,Sadgati,10535
TMC in Goa,http://twitter.com/search?q=%22TMC+in+Goa%22,,%22TMC+in+Goa%22,
Very Sad,http://twitter.com/search?q=%22Very+Sad%22,,%22Very+Sad%22,21075
Yolanda,http://twitter.com/search?q=Yolanda,,Yolanda,201212
Hathras,http://twitter.com/search?q=Hathras,,Hathras,
Goans,http://twitter.com/search?q=Goans,,Goans,
Kannadigas,http://twitter.com/search?q=Kannadigas,,Kannadigas,
Confirmed,http://twitter.com/search?q=Confirmed,,Confirmed,112659
#PrimeMembers,http://twitter.com/search?q=%23PrimeMembers,,%23PrimeMembers,
#CMAwasiyaBhuAdhikarYojana,http://twitter.com/search?q=%23CMAwasiyaBhuAdhikarYojana,,%23CMAwasiyaBhuAdhikarYojana,
#ExpansionistChina,http://twitter.com/search?q=%23ExpansionistChina,,%23ExpansionistChina,27386
#heartattack,http://twitter.com/search?q=%23heartattack,,%23heartattack,
#JabraElite3OnAmazonSpecials,http://twitter.com/search?q=%23JabraElite3OnAmazonSpecials,,%23JabraElite3OnAmazonSpecials,
#GoneTooSoon,http://twitter.com/search?q=%23GoneTooSoon,,%23GoneTooSoon,
#Sandalwood,http://twitter.com/search?q=%23Sandalwood,,%23Sandalwood,
#BJPWaliKaliDiwali,http://twitter.com/search?q=%23BJPWaliKaliDiwali,,%23BJPWaliKaliDiwali,
#Meta,http://twitter.com/search?q=%23Meta,,%23Meta,114562
#SidNaaz,http://twitter.com/search?q=%23SidNaaz,,%23SidNaaz,168152
#BJPUPMembershipDrive,http://twitter.com/search?q=%23BJPUPMembershipDrive,,%23BJPUPMembershipDrive,34723
